"","bmi","exercise","TurkMaster","agecat","race_cat","female","income_cat"
"297",19.766227722168,1,0,2,1,0,1
"298",20.1352462768555,1,0,1,1,1,2
"299",34.971019744873,0,0,3,1,0,1
"300",42.9119644165039,1,0,1,1,1,4
"301",21.4125385284424,0,0,2,1,0,1
"302",21.9268760681152,1,0,4,1,0,3
"303",26.4464855194092,1,0,3,1,0,4
"304",22.3400478363037,1,0,2,4,0,4
"305",25.0902538299561,1,0,4,1,0,1
"306",17.5080814361572,1,0,1,1,1,4
"307",21.9480609893799,1,0,2,1,1,4
"308",42.8250770568848,0,0,1,1,0,3
"309",21.6329097747803,1,0,1,1,1,1
"310",23.1231784820557,1,0,2,2,0,3
"311",22.3777942657471,1,0,1,1,0,2
"312",25.0879058837891,1,0,2,1,0,3
"313",43.806224822998,0,0,3,1,0,4
"314",33.4505424499512,1,0,1,1,0,1
"315",32.4879875183105,0,0,2,1,1,1
"316",21.7992782592773,1,0,2,3,1,1
"317",27.8940505981445,1,0,1,3,0,5
"318",22.2401161193848,1,0,1,1,0,5
"319",22.7415924072266,1,0,1,3,0,1
"320",29.5345363616943,1,0,3,1,0,1
"321",21.1437721252441,1,0,4,1,0,1
"322",51.4943542480469,0,0,1,1,1,1
"323",25.1043548583984,0,0,2,1,0,1
"324",23.8494129180908,1,0,2,1,0,3
"325",27.4384384155273,1,0,2,1,1,3
"326",35.2619781494141,1,0,1,1,0,1
"327",35.4280433654785,1,0,2,4,1,2
"328",23.5674266815186,1,0,3,1,1,1
"329",25.8423900604248,1,0,3,1,1,1
"330",26.5810832977295,1,0,2,1,0,3
"331",21.7288379669189,1,0,3,1,1,5
"332",18.754430770874,1,0,1,1,1,3
"333",23.6276264190674,0,0,3,1,1,3
"334",30.9995365142822,1,0,2,1,1,2
"335",40.7213401794434,0,0,2,1,1,1
"336",22.2985363006592,1,0,2,2,1,3
"337",28.2454490661621,1,0,2,1,1,4
"338",20.2544460296631,1,0,2,1,1,1
"339",24.3659915924072,0,0,2,1,0,4
"340",34.3295707702637,1,0,2,1,1,3
"341",27.1566982269287,1,0,1,1,0,1
"342",21.7992782592773,0,0,2,2,1,4
"343",25.793083190918,1,0,2,4,1,3
"344",24.4121398925781,1,0,1,1,0,1
"345",18.9540023803711,1,0,2,1,1,4
"346",31.9577102661133,1,0,4,1,0,1
"347",29.7579021453857,1,0,2,1,0,4
"348",20.0139198303223,1,0,3,2,1,4
"349",22.2401161193848,1,0,4,1,1,1
"350",41.3483505249023,1,0,3,1,1,1
"351",19.5258369445801,1,0,2,1,1,2
"352",20.9823341369629,1,0,4,1,0,1
"353",25.5617389678955,1,0,2,1,0,2
"354",20.3711261749268,1,0,3,1,1,1
"355",30.6834564208984,0,0,4,1,0,2
"356",22.8071880340576,1,0,3,2,0,4
"357",22.8625640869141,1,0,3,1,1,1
"358",24.7837409973145,1,0,1,5,0,1
"359",29.025203704834,1,0,4,1,0,1
"360",23.1724605560303,1,0,1,1,1,1
"361",25.8019962310791,0,0,4,1,0,2
"362",26.6251182556152,0,0,2,1,1,1
"363",24.0307006835938,1,0,4,1,1,1
"364",19.6653347015381,1,0,1,1,0,5
"365",23.4033756256104,0,0,2,4,0,2
"366",37.508861541748,1,0,1,1,0,2
"367",27.8940505981445,0,0,2,1,0,4
"368",29.6204452514648,0,0,1,1,0,1
"369",20.6344680786133,1,0,1,1,1,4
"370",24.9610500335693,1,0,1,4,0,4
"371",27.4571552276611,1,0,1,2,1,1
"372",25.1096267700195,1,0,3,1,0,4
"373",27.8940505981445,1,0,1,1,0,2
"374",28.7961730957031,1,0,1,2,0,4
"375",29.0524654388428,1,0,4,1,1,1
"376",21.7288379669189,1,0,2,4,1,4
"377",30.3445320129395,1,0,1,1,0,2
"378",20.5265026092529,1,0,1,1,1,4
"379",26.6314258575439,1,0,3,2,0,2
"380",26.4993476867676,0,0,2,2,0,4
"381",19.1368045806885,1,0,1,1,1,3
"382",28.1288642883301,1,0,3,2,0,1
"383",21.6996784210205,1,0,2,4,0,3
"384",21.9268760681152,1,0,2,5,0,2
"385",42.0867118835449,1,0,2,1,0,2
"386",21.6329097747803,1,0,1,4,1,2
"387",28.246036529541,1,0,1,1,0,2
"388",23.0369358062744,1,0,4,1,0,3
"389",44.6304779052734,0,0,3,1,0,1
"390",24.0052700042725,1,0,3,1,0,1
"391",28.0335216522217,0,0,2,1,0,3
"392",22.0469493865967,1,0,2,1,1,3
"393",20.1190567016602,0,0,2,1,1,4
"394",29.1589450836182,1,0,4,1,0,4
"395",27.2165756225586,1,0,2,1,1,3
"396",21.1092376708984,1,0,2,1,0,4
"397",22.3777942657471,1,0,1,1,0,1
"398",28.2477760314941,1,0,2,1,0,1
"399",34.3295707702637,0,0,3,1,1,4
"400",30.6664886474609,1,0,2,2,1,3
"401",23.7099437713623,1,0,1,1,0,2
"402",23.2969799041748,1,0,4,1,0,2
"403",24.4121360778809,0,0,2,1,1,1
"404",18.7485218048096,1,0,2,3,1,1
"405",24.3922100067139,1,0,3,1,0,1
"406",22.3152389526367,0,0,2,1,0,2
"407",25.7471771240234,1,0,1,1,1,1
"408",31.8852405548096,1,0,2,1,1,1
"409",26.4993476867676,1,0,4,1,0,2
"410",27.7899684906006,1,0,2,1,1,3
"411",25.7471771240234,1,0,1,3,1,2
"412",22.7099781036377,1,0,4,1,1,3
"413",25.3310871124268,1,0,1,5,0,1
"414",40.6869010925293,1,0,3,1,0,1
"415",28.2891883850098,1,0,2,3,0,3
"416",22.1509017944336,1,0,2,1,1,3
"417",19.3344116210938,0,0,1,4,1,5
"418",27.4636554718018,1,0,2,1,1,1
"419",31.749626159668,1,0,3,1,0,1
"420",22.1509017944336,1,0,2,1,0,1
"421",26.6879463195801,1,0,2,1,0,1
"422",25.793083190918,0,0,4,1,1,1
"423",25.8019962310791,1,0,2,4,0,3
"424",19.8393726348877,0,0,2,4,1,4
"425",17.9354476928711,1,0,1,4,1,1
"426",17.5415000915527,1,0,2,1,1,2
"427",27.1967010498047,1,0,2,1,0,1
"428",21.7893486022949,1,0,2,3,1,1
"429",23.4930801391602,1,0,2,1,1,3
"430",25.8019962310791,1,0,4,1,0,1
"431",21.9480609893799,1,0,2,4,1,3
"432",26.191780090332,1,0,4,1,1,3
"433",28.8910598754883,1,0,1,1,1,2
"434",21.455982208252,1,0,1,1,0,1
"435",20.5977420806885,1,0,3,1,1,1
"436",22.8291645050049,1,0,2,1,1,2
"437",29.5299491882324,1,0,1,3,0,2
"438",27.8940505981445,1,0,1,1,0,1
"439",33.6566390991211,1,0,4,1,1,2
"440",25.8526000976562,0,0,3,5,1,1
"441",22.3777942657471,1,0,2,1,0,4
"442",52.4558410644531,0,0,2,1,1,1
"443",29.8370590209961,1,0,1,1,0,3
"444",25.84814453125,0,0,1,1,0,1
"445",42.9330062866211,1,0,2,1,1,1
"446",24.2103862762451,1,0,2,1,1,4
"447",22.8665981292725,1,0,1,1,1,1
"448",19.3683090209961,1,0,1,1,0,2
"449",18.6528663635254,1,0,1,1,0,4
"450",31.0041942596436,1,0,1,1,0,1
"451",20.3711261749268,1,0,2,1,1,3
"452",36.1798057556152,0,0,2,1,0,1
"453",22.3152389526367,1,0,1,1,0,1
"454",26.3651084899902,0,0,1,1,1,2
"455",25.793083190918,1,0,4,4,0,4
"456",23.6747932434082,1,0,1,1,0,2
"457",34.971019744873,1,0,1,1,1,1
"458",25.1096267700195,0,0,3,1,0,2
"459",18.2900505065918,1,0,1,1,1,1
"460",24.8889389038086,1,0,3,1,1,2
"461",20.5264682769775,0,0,2,1,1,3
"462",25.6853332519531,1,0,1,1,1,1
"463",26.7789649963379,1,0,2,1,0,5
"464",21.0215644836426,1,0,2,1,0,4
"465",22.2985744476318,1,0,1,4,0,1
"466",20.800874710083,1,0,2,1,1,1
"467",36.3155784606934,1,0,4,1,0,2
"468",25.8427181243896,1,0,1,1,0,4
"469",28.6967182159424,1,0,1,4,0,4
"470",23.055908203125,0,0,1,1,0,2
"471",33.7186431884766,0,0,2,3,0,1
"472",23.7099437713623,1,0,1,5,0,5
"473",22.1509017944336,1,0,4,1,1,4
"474",25.1046466827393,1,0,4,1,0,4
"475",23.6276264190674,1,0,2,1,0,1
"476",20.3606700897217,1,0,4,1,1,3
"477",29.1932010650635,1,0,3,1,0,4
"478",28.1916980743408,1,0,1,5,1,5
"479",18.4225826263428,1,0,3,1,1,1
"480",31.4558124542236,1,0,1,3,0,1
"481",34.971019744873,0,0,2,1,0,1
"482",24.7996311187744,1,0,1,1,1,3
"483",23.4633865356445,1,0,2,1,1,1
"484",26.9124813079834,1,0,2,2,0,3
"485",20.2223720550537,1,0,1,5,0,1
"486",23.6276264190674,0,0,1,1,0,2
"487",39.4790077209473,1,0,2,5,1,3
"488",23.988883972168,0,0,2,1,0,1
"489",25.8019962310791,0,0,4,1,0,3
"490",24.4121360778809,0,0,1,4,1,3
"491",41.143726348877,1,0,2,1,0,1
"492",23.6276264190674,1,0,2,1,1,3
"493",33.1149940490723,1,0,1,2,1,1
"494",28.7520751953125,1,0,1,1,0,3
"495",26.5810832977295,1,0,1,1,0,1
"496",16.1402587890625,1,0,2,1,1,5
"497",30.0383720397949,1,0,2,1,1,4
"498",20.5425720214844,1,0,2,1,0,2
"499",22.9191665649414,1,0,3,1,1,2
"500",23.7340240478516,1,0,1,1,0,2
"501",27.3686256408691,1,0,2,1,0,1
"502",27.1245994567871,1,0,1,1,0,1
"503",40.350643157959,1,0,2,1,0,1
"504",22.6739482879639,1,0,4,1,1,1
"505",21.0335597991943,0,0,1,5,1,1
"506",26.4993476867676,1,0,4,1,0,4
"507",54.5814933776855,1,0,2,1,1,1
"508",27.7058753967285,0,0,1,1,0,2
"509",20.9823341369629,1,0,4,1,1,1
"510",23.6276264190674,1,0,3,1,1,1
"511",23.1724605560303,1,0,2,1,1,4
"512",26.6254901885986,1,0,2,1,1,4
"513",26.5810832977295,0,0,1,1,0,2
"514",19.1580371856689,1,0,1,1,1,3
"515",22.0469493865967,1,0,1,1,0,3
"516",21.7689018249512,0,0,1,4,0,2
"517",27.0692749023438,0,0,3,3,1,1
"518",22.1425285339355,1,0,4,1,1,4
"519",28.7153816223145,1,0,2,1,1,1
"520",19.4621334075928,1,0,4,1,1,3
"521",32.0781593322754,1,0,1,3,0,3
"522",21.2568264007568,1,0,1,1,1,3
"523",21.6996784210205,1,0,2,1,1,2
"524",26.5810832977295,0,0,3,1,0,1
"525",59.2907371520996,0,0,2,3,0,1
"526",24.5894260406494,1,0,2,1,1,4
"527",24.3276653289795,0,0,2,1,0,2
"528",22.3142204284668,1,0,2,1,1,1
"529",28.280912399292,0,0,1,1,0,4
"530",26.4524993896484,1,0,4,1,1,4
"531",28.8910598754883,1,0,4,1,1,4
"532",18.55322265625,1,0,1,1,1,1
"533",24.2761821746826,1,0,2,4,0,1
"534",33.6566390991211,0,0,2,1,1,4
"535",27.4384384155273,1,0,2,1,0,1
"536",23.7770652770996,1,0,1,1,1,3
"537",23.055908203125,1,0,2,1,0,1
"538",34.971019744873,1,0,3,1,1,1
"539",30.6834564208984,0,0,1,1,0,1
"540",29.121223449707,1,0,1,1,1,1
"541",44.3018035888672,0,0,1,4,0,3
"542",32.280517578125,NA,0,1,1,0,2
"543",29.2887516021729,1,0,4,1,0,4
"544",39.1551361083984,NA,0,1,1,0,1
"545",38.273609161377,0,0,1,3,1,1
"546",27.2920074462891,1,0,2,1,1,1
"547",23.9139289855957,1,0,1,1,1,1
"548",28.480827331543,0,0,1,1,0,1
"549",20.4495735168457,0,0,2,1,0,1
"550",27.9563770294189,1,0,4,1,1,4
"551",26.3042888641357,0,0,2,1,1,1
"552",22.8625640869141,1,0,1,1,1,1
"553",25.1043548583984,1,0,1,1,0,4
"554",20.087703704834,0,0,2,1,1,4
"555",21.2072105407715,1,0,1,2,1,3
"556",18.3663196563721,1,0,4,1,1,1
"557",25.1046466827393,1,0,1,1,0,3
"558",20.3711261749268,1,0,2,4,1,3
"559",44.6277236938477,0,0,4,1,1,3
"560",21.4125385284424,1,0,3,1,0,2
"561",29.1589450836182,1,0,3,1,0,3
"562",26.5444641113281,1,0,2,4,0,4
"563",20.6739101409912,1,0,1,3,0,1
"564",37.1225929260254,1,0,2,1,1,2
"565",26.257495880127,1,0,2,1,0,2
"566",21.1437721252441,1,0,1,1,0,2
"567",23.0125923156738,1,0,4,1,0,1
"568",22.4285659790039,0,0,1,1,0,2
"569",33.1252212524414,0,0,1,1,1,1
"570",23.8696479797363,1,0,3,1,0,1
"571",38.354320526123,1,0,1,1,0,2
"572",22.1509017944336,1,0,1,1,0,1
"573",17.3597412109375,1,0,2,1,1,2
"574",22.08349609375,1,0,2,1,1,1
"575",25.606071472168,1,0,2,2,1,4
"576",21.9564800262451,1,0,3,1,0,2
"577",21.7893486022949,1,0,1,1,1,4
"578",22.3152389526367,1,0,2,2,0,2
"579",23.055908203125,1,0,1,1,0,1
"580",25.5230560302734,0,0,2,1,0,3
"581",32.280517578125,1,0,4,1,1,4
"582",18.828483581543,0,0,2,1,0,1
"583",27.0645275115967,1,0,1,1,1,2
"584",18.2457485198975,1,0,1,4,0,1
"585",28.3655395507812,1,0,2,1,0,4
"586",20.7841053009033,1,0,2,1,1,4
"587",20.5264682769775,1,0,1,4,0,3
"588",21.305139541626,1,0,3,2,1,1
"589",23.4930801391602,1,0,1,4,1,2
"590",20.1190567016602,1,0,1,2,1,2
"591",31.0041942596436,1,0,1,1,0,4
"592",24.7460441589355,1,1,3,1,1,4
"593",25.8423900604248,0,1,4,1,0,2
"594",28.591402053833,1,1,2,4,0,4
"595",32.0981483459473,1,1,1,1,1,1
"596",30.4095840454102,1,1,4,1,0,1
"597",23.4033756256104,1,1,1,1,0,2
"598",27.1245994567871,0,1,3,1,0,1
"599",26.6083831787109,1,1,2,1,0,4
"600",40.6869010925293,0,1,2,1,0,3
"601",21.0215644836426,0,1,1,3,0,1
"602",23.0805683135986,1,1,2,1,1,4
"603",24.3276653289795,0,1,3,2,1,3
"604",22.2399559020996,1,1,2,1,0,2
"605",28.6967182159424,0,1,3,1,1,2
