"gender","age","higher_edu","income_chng","polinterest","home_child","income","infection","self_esteem","pol_participation","pol_participation_past"
0,63,0,3,3,0,3,0,5,0,0
0,59,0,2,3,0,3,0,4,0,0
0,57,0,3,2,0,2,0,4,0,0
0,59,0,3,2,0,2,0,1,0,0
1,65,0,3,3,0,1,0,3,3,3
0,67,0,3,2,0,2,0,3,0,0
0,53,1,3,3,0,2,0,3,0,0
0,25,1,2,3,0,2,0,3,0,2
1,23,1,2,3,0,2,0,3,0,0
0,56,0,2,3,0,2,0,3,0,0
0,57,0,2,4,0,2,0,2,0,0
1,65,0,2,3,0,2,0,3,1,0
1,35,0,2,1,0,4,0,3,0,0
0,40,1,4,4,1,2,0,3,0,2
0,22,1,3,3,0,1,0,4,0,0
0,52,0,3,3,0,1,0,3,1,0
1,69,0,3,2,0,2,0,2,2,2
1,46,0,2,1,1,3,0,1,0,0
0,57,0,2,4,0,3,0,4,0,0
1,51,0,2,3,0,3,0,5,0,0
1,35,1,3,3,1,2,0,4,0,0
0,32,0,3,2,0,2,0,2,0,0
1,35,0,2,1,1,2,1,2,0,0
0,54,1,2,4,0,3,0,4,0,0
1,69,0,2,4,0,1,0,5,0,0
0,60,1,3,3,0,4,0,2,0,0
0,55,1,3,4,0,2,0,3,0,0
0,19,1,3,3,1,3,0,3,8,9
1,29,1,3,2,0,2,0,1,11,7
0,69,1,3,3,0,3,0,4,0,1
0,62,0,3,4,0,2,0,3,0,0
1,27,1,3,2,0,2,0,4,1,0
1,39,0,2,2,0,2,0,1,0,0
1,39,0,3,1,0,2,0,1,0,0
1,34,0,3,3,0,3,0,4,4,0
1,38,1,3,4,0,4,0,1,2,2
1,49,0,3,1,0,2,0,2,0,0
1,41,1,2,2,0,2,0,4,0,0
1,39,0,2,3,1,2,0,5,4,3
1,66,0,3,1,0,3,0,2,0,0
0,22,1,3,4,0,1,0,3,2,8
0,48,1,4,2,0,1,0,4,0,0
0,57,0,3,2,0,2,0,4,0,0
1,67,0,3,2,0,1,0,3,0,0
0,39,0,3,2,0,2,0,3,1,0
0,60,0,2,4,0,3,0,1,15,15
1,54,0,1,4,0,4,0,4,4,3
0,45,1,3,4,1,1,0,4,11,12
1,60,0,2,3,0,1,0,2,4,4
1,22,1,2,2,0,2,0,2,1,1
0,64,0,3,4,0,1,0,4,0,1
0,56,0,3,3,0,2,0,2,3,0
1,35,0,1,3,0,1,1,3,16,14
0,31,1,3,1,0,1,0,3,0,0
0,52,0,3,2,0,2,0,4,1,4
1,26,0,3,3,0,4,0,2,0,0
0,63,0,3,2,0,1,0,3,0,0
1,54,1,1,1,1,2,0,5,2,4
0,68,1,3,3,0,1,0,5,0,0
0,20,0,3,3,0,2,0,5,0,0
0,26,0,3,3,0,2,0,4,0,0
0,27,1,3,2,1,3,0,4,16,20
0,34,0,3,2,0,2,0,2,0,0
0,28,0,3,3,0,3,0,3,18,14
0,40,0,3,4,1,2,0,4,1,3
1,39,0,2,3,0,2,0,3,1,3
1,29,0,3,3,1,2,0,3,0,0
1,20,0,3,4,0,3,0,5,0,0
0,64,0,3,1,0,2,0,4,0,0
0,62,0,1,3,0,2,0,4,0,0
0,51,1,3,3,0,2,0,4,0,1
0,31,1,5,4,1,1,1,5,7,12
1,26,1,3,1,0,1,0,3,0,0
1,62,0,2,2,0,2,0,2,0,0
0,63,0,3,3,0,2,0,2,0,0
0,29,0,2,3,0,2,0,3,4,2
1,29,0,3,2,0,2,0,4,0,0
0,41,0,3,2,1,2,0,3,15,14
0,35,0,3,3,0,2,0,3,0,1
1,42,1,3,2,0,1,0,1,8,8
1,63,1,3,4,0,1,0,5,11,14
0,55,1,3,3,0,2,0,3,0,0
1,23,1,3,4,0,1,0,3,3,2
0,30,1,2,4,0,1,0,5,11,0
1,39,0,2,2,1,2,0,3,0,0
1,60,0,1,3,0,3,0,3,2,2
0,51,0,1,1,0,3,0,2,0,0
0,67,0,3,4,0,2,0,5,6,9
0,19,0,3,3,0,3,0,3,15,13
1,51,0,2,2,0,2,0,5,1,0
1,36,0,3,2,1,2,0,3,0,0
0,20,0,2,2,0,1,0,3,0,0
0,68,0,3,2,0,2,0,3,0,0
1,37,1,2,2,0,2,0,2,2,3
1,61,0,3,3,0,1,0,4,2,3
1,40,0,3,2,0,2,0,4,2,2
1,28,1,1,1,0,2,0,2,2,0
0,37,1,3,2,1,2,0,4,0,0
0,37,1,2,4,0,1,0,5,2,2
0,55,0,4,4,0,1,0,5,0,0
0,35,1,2,2,0,3,0,3,2,2
0,67,0,3,3,0,2,0,5,0,0
0,60,0,3,1,0,2,0,4,1,1
1,44,1,1,2,0,4,0,2,6,1
1,41,0,1,4,0,3,0,4,0,0
1,37,1,3,2,0,2,0,3,2,3
1,52,0,3,2,0,3,0,3,0,0
0,56,0,3,2,0,2,0,4,0,0
1,56,0,2,3,0,3,0,3,1,1
1,57,0,2,2,0,2,0,3,0,0
1,54,0,3,3,0,2,0,4,0,0
1,28,1,3,2,0,1,0,3,0,0
0,65,0,3,2,0,2,0,4,0,0
0,55,0,2,3,0,3,0,3,0,0
1,49,0,3,3,0,1,1,4,19,16
0,18,1,4,4,0,1,0,4,11,7
0,56,1,2,2,0,2,0,4,0,0
1,43,1,2,3,0,1,0,3,0,0
1,20,1,2,2,0,2,0,2,4,4
0,66,0,3,3,0,4,0,2,3,3
0,25,1,3,4,0,2,0,4,0,0
1,18,0,2,1,0,2,0,2,0,0
1,32,0,3,2,1,2,0,4,0,0
0,58,0,3,4,0,2,0,5,1,1
0,45,0,3,3,0,2,0,3,0,0
0,27,0,3,2,0,3,1,4,6,1
0,58,0,2,4,0,1,0,4,0,0
0,23,1,3,4,0,2,0,4,2,2
1,62,0,2,2,0,3,0,4,0,0
1,29,0,2,3,1,2,0,4,2,2
1,21,1,2,3,0,2,0,3,8,3
1,22,1,3,2,0,2,0,2,0,1
1,19,1,2,2,0,2,0,2,1,0
1,46,1,3,4,0,1,0,5,1,8
1,58,0,3,3,0,2,0,2,3,2
0,54,0,3,4,0,2,0,3,0,0
1,25,0,3,1,0,1,0,3,0,0
1,42,0,3,1,0,3,0,3,0,0
0,54,0,3,2,0,1,0,5,4,4
1,50,1,2,2,0,1,0,2,0,0
1,33,1,3,2,0,1,0,2,1,0
1,53,0,1,3,0,3,0,2,0,0
0,49,0,2,3,0,3,0,2,2,2
1,36,0,4,3,0,2,0,4,4,0
1,59,0,3,2,0,1,0,4,2,2
1,27,0,3,2,1,2,0,4,0,0
0,35,0,3,2,0,2,0,4,0,0
0,52,0,2,4,0,2,0,4,0,2
0,40,1,3,3,0,1,0,4,1,2
1,53,1,3,2,0,2,0,3,0,0
1,60,0,3,1,0,2,0,3,0,0
0,69,0,3,2,0,2,0,2,0,0
0,69,0,2,3,0,4,0,1,0,0
0,42,0,3,1,0,1,0,3,0,0
1,36,0,3,4,1,2,0,5,3,0
0,25,0,2,1,0,3,0,1,0,0
1,20,1,3,2,0,1,0,4,11,3
1,60,0,1,2,0,4,0,3,0,0
0,54,0,1,2,0,4,0,3,0,0
1,37,0,2,2,1,1,0,2,1,2
1,43,1,2,2,0,2,0,2,0,2
1,64,0,2,4,0,4,0,4,0,0
0,19,1,3,3,0,2,0,5,0,0
1,26,1,2,3,0,2,0,1,2,6
0,50,1,3,3,0,1,0,4,2,1
1,35,1,3,2,1,3,0,3,1,0
0,29,1,3,3,0,1,0,4,17,17
1,58,1,3,4,0,2,0,3,9,8
1,26,0,1,2,1,2,0,3,0,0
1,53,0,3,3,0,2,0,4,0,0
0,34,0,3,3,0,2,0,1,0,0
1,63,1,3,3,0,1,0,4,1,1
1,26,0,3,2,0,2,0,3,1,1
1,35,0,5,3,1,1,1,4,26,28
0,58,0,3,3,0,1,0,4,0,0
0,45,0,3,3,1,2,1,4,17,18
1,44,0,3,1,0,2,0,4,2,0
0,63,0,3,3,0,2,0,3,1,0
0,37,0,2,3,1,1,0,3,0,0
0,54,0,1,1,0,4,0,4,0,0
1,34,0,3,1,0,3,0,5,0,1
0,64,0,2,2,0,3,0,3,0,0
1,36,0,3,2,0,1,0,4,0,0
0,22,0,3,2,0,1,0,4,1,2
1,25,1,3,2,0,2,0,3,3,2
1,52,0,3,2,0,3,0,1,2,2
1,23,1,4,1,0,1,0,4,2,1
1,64,0,3,2,0,2,0,3,0,0
1,42,0,3,4,1,2,0,4,0,0
1,29,0,3,2,0,2,0,2,0,1
1,20,1,3,2,0,1,0,4,0,0
0,26,1,3,2,0,2,1,2,0,3
0,61,0,2,4,0,2,0,3,1,0
1,39,1,3,3,0,3,0,5,0,0
1,45,0,1,3,0,4,0,1,0,0
0,43,1,4,4,1,1,0,4,7,3
1,31,1,3,2,0,1,0,4,3,3
0,21,1,2,1,0,1,0,3,6,1
0,35,0,3,1,0,2,0,3,0,0
0,34,1,2,3,0,1,0,3,0,0
0,56,1,3,4,0,2,0,4,1,2
1,69,0,3,4,0,2,0,4,4,3
0,31,0,4,2,0,3,0,2,12,18
1,57,0,3,1,0,1,0,3,0,0
1,36,0,3,2,0,1,0,2,8,16
1,58,0,3,3,0,2,0,2,2,0
1,36,1,4,4,1,1,0,5,12,1
0,50,0,2,2,0,2,0,4,0,0
0,55,1,3,4,0,2,0,4,4,5
0,59,0,3,3,0,2,0,3,1,1
0,40,1,4,3,0,1,0,4,23,21
1,40,1,2,3,1,3,0,2,2,3
1,56,1,3,3,1,2,0,5,0,0
1,27,0,3,2,0,2,0,1,0,0
1,58,1,3,3,0,1,0,4,7,3
1,39,0,2,2,0,3,0,2,0,0
0,69,0,3,3,0,2,0,4,0,0
0,26,1,2,4,0,2,0,4,15,12
0,67,0,3,3,0,2,0,5,0,0
1,59,0,4,3,0,1,0,3,1,3
1,54,0,3,3,0,2,0,4,0,0
1,57,0,1,3,0,3,0,4,6,5
0,44,1,2,3,0,3,0,3,0,0
0,65,0,3,1,0,1,0,3,0,0
0,36,0,3,3,0,2,0,2,2,4
1,60,0,3,2,0,2,0,4,0,0
0,56,0,3,4,0,2,0,3,2,2
0,36,1,3,3,0,1,0,4,0,0
0,59,0,2,3,0,2,0,3,0,0
0,22,1,3,1,0,1,0,2,0,0
0,58,0,3,3,0,2,0,3,0,0
0,18,0,2,2,0,1,1,4,0,0
1,45,0,3,4,0,1,1,3,0,0
0,65,0,3,3,0,1,0,3,0,1
1,66,0,5,2,0,1,0,3,1,3
1,43,0,3,3,0,2,0,3,0,0
0,67,1,3,3,0,2,0,4,3,4
0,63,0,3,3,0,3,0,3,7,7
0,34,1,3,4,0,1,0,4,0,0
0,54,0,4,3,0,2,0,4,0,0
0,26,0,3,2,0,1,0,3,0,0
1,33,0,2,1,1,2,0,2,2,0
1,31,0,3,2,0,2,0,2,2,0
0,57,0,3,3,0,1,0,4,3,3
0,28,1,2,4,0,1,0,4,0,0
0,63,0,3,3,0,2,0,3,0,0
0,36,0,3,2,0,2,1,1,23,21
1,39,1,3,2,1,1,1,3,16,16
0,51,0,3,3,1,2,1,3,16,16
0,69,0,3,4,0,3,0,3,2,1
0,64,1,3,3,1,2,0,3,0,0
0,57,1,4,2,0,1,0,3,1,1
1,32,0,3,2,0,2,0,4,0,2
0,64,0,3,2,0,3,0,2,0,0
1,51,0,3,2,0,2,0,2,0,0
0,39,0,3,2,0,2,0,5,0,0
1,62,1,3,3,0,2,0,4,2,1
0,30,0,3,3,0,2,0,4,1,1
0,46,1,2,3,0,1,1,4,4,4
0,61,0,1,3,0,4,0,2,7,0
1,57,0,1,2,0,3,0,3,2,2
0,68,1,3,3,0,1,0,5,2,2
1,49,0,3,4,0,2,0,2,0,0
1,67,0,3,1,0,3,0,4,0,0
1,44,0,3,1,1,2,0,1,0,0
0,24,0,3,4,0,1,0,5,0,0
1,38,0,3,3,1,1,0,5,0,0
1,68,1,3,3,0,1,0,4,0,2
1,24,1,3,2,0,1,0,4,0,6
1,46,0,2,2,0,2,0,3,0,0
1,60,1,3,2,0,2,0,4,0,0
1,34,1,2,4,0,1,0,2,0,3
0,40,0,3,3,1,2,0,3,18,20
0,53,0,3,3,0,1,0,2,0,0
1,48,0,3,2,0,3,0,1,0,5
1,20,1,3,3,0,1,0,3,2,3
1,62,0,2,1,0,2,0,4,0,0
0,57,0,3,2,0,2,0,1,0,0
1,58,0,3,2,0,2,0,3,0,0
1,32,1,3,3,0,2,0,3,0,0
1,37,1,3,3,0,3,0,3,2,2
0,53,0,3,2,0,2,0,2,0,0
0,60,0,2,3,0,2,0,3,0,1
0,52,1,3,4,0,1,0,4,1,2
0,31,1,4,3,1,1,0,3,10,16
0,60,0,3,3,0,2,0,3,8,12
0,54,1,3,3,0,2,0,4,2,2
1,52,0,3,2,0,3,0,2,0,1
0,58,1,1,4,0,2,0,4,0,0
1,26,1,2,2,1,2,0,4,0,0
1,38,0,3,3,1,2,0,3,0,0
1,37,0,2,4,1,4,0,2,8,4
1,47,0,1,3,0,4,0,4,22,19
1,45,0,2,3,0,1,0,4,0,0
0,18,0,2,2,0,2,0,4,0,0
1,37,0,3,3,1,1,0,3,1,1
1,64,0,3,3,0,2,0,3,0,0
1,42,0,3,3,0,2,0,2,0,2
0,66,1,3,4,0,2,0,3,1,4
0,23,0,1,3,0,4,0,2,0,1
1,50,0,2,2,0,2,0,4,0,0
0,52,0,3,3,0,2,0,2,0,0
1,40,0,2,2,0,2,0,4,1,0
0,64,0,3,3,0,3,0,4,4,4
0,20,1,4,3,0,3,0,2,14,11
1,49,0,5,4,0,1,0,2,6,7
1,48,0,3,2,0,1,0,3,0,0
1,49,0,3,2,0,2,0,3,0,0
1,55,0,2,3,0,2,0,2,0,0
0,35,1,3,2,0,1,0,3,0,0
0,28,0,3,2,1,2,0,2,0,0
1,36,0,3,1,0,2,0,4,0,0
0,69,0,4,3,0,1,0,5,2,3
0,47,0,1,1,0,4,0,5,0,2
1,31,0,4,2,0,2,0,3,0,0
0,52,0,3,2,0,2,0,4,0,0
1,47,0,2,1,0,1,0,1,16,16
1,36,1,3,3,0,2,0,4,0,1
0,53,0,3,3,0,2,0,4,1,0
0,40,0,3,4,0,2,0,4,0,0
0,41,1,2,3,0,1,0,4,0,0
0,59,0,3,2,1,2,0,4,0,0
1,18,0,3,3,0,1,0,3,16,19
0,55,0,3,3,0,1,0,4,3,5
0,35,1,3,3,0,2,0,3,0,0
1,57,0,3,3,0,2,0,3,0,0
0,42,0,3,2,1,2,0,5,0,0
0,29,1,2,3,0,2,0,3,0,1
0,48,0,2,3,0,2,0,4,0,0
0,61,0,3,3,0,3,0,3,2,2
0,19,1,2,2,0,3,0,3,0,0
0,22,1,2,2,0,2,0,2,0,0
1,30,0,1,2,1,3,0,3,2,2
1,68,0,3,3,0,2,0,3,2,1
0,33,0,5,3,0,2,0,4,15,14
0,69,0,3,3,0,2,0,3,4,4
0,19,1,3,2,1,2,1,3,16,16
0,57,1,1,3,0,2,0,5,0,3
1,64,0,3,2,0,2,0,4,0,0
1,25,0,3,1,0,1,0,3,0,0
0,45,0,1,3,0,4,0,3,2,0
1,28,1,2,2,1,2,0,4,0,0
1,25,1,3,3,0,2,0,2,0,0
1,44,0,3,3,1,2,0,3,2,3
0,50,0,3,2,0,1,0,4,0,0
0,66,0,3,3,0,2,0,3,0,0
1,26,1,3,2,0,4,0,1,0,0
1,29,1,3,3,1,1,0,5,0,0
0,54,1,3,4,1,2,0,2,0,0
0,69,0,3,2,0,2,0,4,0,0
1,20,1,2,2,0,2,0,3,0,0
1,27,0,1,1,0,1,0,2,0,0
1,18,0,3,3,0,2,0,3,9,10
0,19,1,2,1,0,1,0,2,0,0
0,68,1,2,4,0,2,0,3,10,3
1,34,0,4,3,0,1,0,4,0,0
0,66,0,3,3,0,2,0,4,0,0
0,30,0,2,2,0,2,0,3,0,1
0,59,1,4,3,0,2,0,2,2,5
1,56,0,2,3,0,2,0,4,0,0
0,50,0,3,3,0,1,0,4,7,0
1,58,0,1,2,1,2,0,2,6,4
0,58,1,3,3,0,2,0,4,1,0
0,58,0,3,2,0,2,0,4,3,3
1,31,0,2,2,0,3,0,3,3,4
0,60,0,5,2,0,1,1,4,1,1
0,29,1,3,4,1,1,1,5,21,24
0,39,0,4,1,0,2,0,5,0,0
0,35,1,3,3,0,3,0,4,0,0
1,21,1,3,2,0,1,0,4,1,0
0,60,0,2,3,0,3,0,3,0,0
0,61,0,3,3,0,2,0,3,0,0
0,60,1,2,4,0,4,0,1,0,0
0,30,1,4,3,0,2,1,5,25,23
0,26,1,3,3,0,2,0,3,0,1
1,36,0,3,2,1,2,0,2,0,0
1,62,0,3,2,0,2,0,2,0,0
1,56,0,3,3,1,2,0,2,0,0
1,33,0,3,2,1,2,0,2,0,0
0,18,0,1,2,0,2,0,1,0,2
0,52,0,3,1,0,2,0,5,16,16
0,64,0,2,2,0,3,0,4,0,0
0,55,0,3,2,0,2,0,4,0,0
0,53,0,3,4,0,2,0,4,3,4
0,58,0,3,3,0,2,0,3,0,0
0,34,1,1,1,1,2,0,4,4,6
1,58,1,2,3,0,1,0,2,2,2
0,63,1,3,4,0,1,0,3,0,0
0,52,0,3,4,0,2,0,5,1,0
0,25,1,3,2,0,3,0,3,0,0
0,50,0,4,3,0,1,0,5,2,0
0,69,0,1,1,0,2,0,3,0,0
0,38,0,4,2,1,2,0,3,26,12
1,32,1,2,3,0,3,0,5,0,2
1,36,1,3,2,1,1,0,4,0,2
1,37,1,2,2,1,2,0,4,6,5
1,58,0,1,3,0,3,0,4,0,0
1,48,0,3,2,0,2,0,3,0,0
0,65,0,3,3,0,2,0,3,0,0
1,66,0,3,4,0,1,0,4,0,0
1,18,1,3,2,0,1,0,3,0,0
0,57,0,2,2,0,2,0,3,0,0
0,35,1,2,3,1,1,0,4,12,0
0,63,0,1,4,0,2,0,3,0,0
0,55,0,4,2,0,2,0,3,0,0
0,52,0,2,4,0,1,0,2,2,2
1,61,1,3,2,0,2,0,3,0,0
1,23,1,3,3,0,1,0,5,4,3
1,22,1,3,1,0,1,0,3,4,3
0,66,1,3,4,0,1,0,4,0,0
0,38,0,3,3,0,2,0,2,0,0
1,35,0,3,4,1,1,0,5,0,0
1,54,0,3,2,0,2,0,3,0,1
0,63,0,2,2,0,3,0,3,0,0
0,62,0,3,3,0,2,0,4,1,2
1,24,0,1,3,1,1,0,4,0,0
1,46,0,2,3,1,2,0,3,4,3
0,45,1,4,3,0,2,0,1,21,24
1,35,0,2,3,1,1,0,4,10,9
0,41,1,3,3,0,1,0,4,0,0
0,52,0,3,1,0,2,0,3,0,0
1,64,1,2,3,0,2,0,3,0,0
1,47,0,2,2,0,2,0,3,0,1
1,37,1,2,2,0,1,0,5,1,1
1,57,0,3,2,0,2,0,4,0,0
1,55,0,3,1,0,3,0,2,0,1
1,69,0,3,2,0,3,0,4,2,0
1,42,0,2,2,0,4,0,5,3,0
1,32,1,3,3,0,1,0,2,0,0
0,40,0,2,3,0,2,0,3,5,4
0,19,1,3,3,0,2,0,4,0,0
0,67,0,3,2,0,1,0,5,0,0
1,32,1,1,3,0,3,0,2,4,6
0,22,1,4,1,0,2,0,2,0,0
1,19,0,3,1,0,1,0,4,0,0
1,50,0,5,3,0,1,0,5,0,0
1,60,0,2,3,0,2,0,4,0,0
1,30,0,3,3,1,2,0,5,1,0
1,48,0,3,1,0,2,0,3,2,2
0,64,0,3,4,0,3,0,4,2,2
1,35,1,2,2,1,1,0,4,0,5
0,30,1,5,3,1,1,1,4,24,17
1,34,0,3,3,1,1,0,4,29,0
1,54,0,1,2,0,3,0,2,2,2
1,32,1,3,2,0,1,0,2,0,0
0,65,0,3,3,0,3,0,4,4,6
0,59,0,3,1,0,2,0,3,0,0
0,39,0,3,3,0,1,0,4,0,0
1,18,1,2,2,0,1,0,3,1,1
0,51,0,3,1,0,3,0,3,0,0
0,57,1,2,2,0,2,0,2,0,1
0,63,0,3,4,0,2,0,4,0,0
0,35,0,3,2,0,2,0,4,0,1
0,68,1,3,3,0,2,0,4,0,0
0,47,1,3,2,0,2,0,3,0,0
1,33,0,3,3,0,2,1,3,16,0
0,23,1,4,3,1,1,0,3,14,26
0,40,0,2,3,1,1,0,4,13,10
0,51,0,3,3,0,1,0,4,1,1
0,34,1,3,4,0,1,0,4,0,0
0,30,1,4,3,1,1,1,4,26,26
0,22,1,3,3,0,1,0,4,6,7
1,43,0,3,3,0,2,0,5,0,0
1,56,0,2,4,0,3,0,2,0,2
1,29,1,4,3,1,1,0,5,5,6
1,28,0,3,3,1,1,0,3,24,22
0,28,0,1,1,0,2,0,4,0,0
0,58,0,3,3,0,2,0,4,2,2
0,59,0,3,3,0,1,0,3,7,9
1,21,1,3,2,0,1,0,3,2,0
0,27,1,2,3,0,2,0,2,0,0
1,51,0,3,4,0,2,0,1,5,0
0,61,0,3,2,0,1,0,3,3,3
1,33,0,2,1,1,2,0,4,1,0
1,61,0,3,2,0,2,0,3,0,0
0,66,0,5,3,0,1,0,4,27,27
0,31,0,3,4,0,1,0,3,0,1
0,55,0,3,2,0,2,0,3,3,0
0,52,0,2,3,1,1,0,3,16,12
1,34,1,3,3,1,1,0,4,0,0
1,45,0,5,2,0,1,0,5,10,7
1,46,0,2,2,0,2,0,4,2,0
0,34,0,3,4,0,1,0,3,9,9
0,27,1,2,4,1,3,0,3,15,10
0,60,1,3,2,0,3,0,4,0,0
1,53,0,3,2,0,2,0,3,2,3
1,21,0,2,2,0,3,0,3,1,0
0,50,0,3,2,0,2,0,3,0,0
1,56,0,3,4,0,2,1,5,3,1
1,68,0,2,2,0,1,0,3,0,0
1,47,0,3,2,0,2,0,3,0,0
1,32,0,3,2,1,3,0,4,0,0
1,22,0,3,2,0,2,0,4,2,2
1,24,1,3,3,0,2,0,4,3,2
1,41,0,3,1,0,2,0,2,0,0
1,59,1,3,3,0,2,0,3,0,0
0,31,0,3,2,0,2,0,5,17,22
0,61,1,3,4,0,2,0,2,0,0
1,27,1,2,4,0,2,0,3,2,4
0,57,0,3,4,0,1,0,4,4,5
1,43,0,3,2,0,2,0,3,0,0
1,40,0,3,2,0,2,0,2,7,5
0,58,0,3,4,0,2,0,4,6,4
0,50,1,1,3,0,1,0,1,1,0
0,20,0,3,4,0,2,0,3,13,17
0,53,0,3,2,0,3,0,3,1,5
1,33,0,3,2,0,2,0,3,0,0
0,56,0,3,4,0,2,0,3,5,5
0,40,1,3,3,1,1,0,4,22,17
1,55,0,3,3,0,2,0,5,0,0
0,25,1,3,2,0,1,0,4,2,1
1,47,0,3,2,0,2,0,3,4,4
1,32,1,3,3,0,2,0,3,0,0
1,20,0,3,3,0,1,0,3,2,2
0,53,0,3,3,0,3,0,3,0,0
1,49,1,3,2,1,1,0,4,0,1
0,66,0,3,4,0,1,0,5,6,5
1,41,0,3,3,1,3,0,3,3,0
1,33,1,1,3,0,2,0,4,2,4
1,42,1,2,3,0,2,0,2,1,1
0,63,0,3,3,0,2,0,3,0,0
0,44,1,3,2,0,2,0,2,1,0
1,44,1,3,3,0,2,0,3,0,0
1,35,1,1,3,1,2,0,4,25,22
1,67,0,3,2,0,2,0,2,0,0
0,20,0,2,3,1,1,1,4,22,19
1,53,0,3,2,1,2,0,1,3,0
1,23,1,2,2,0,2,0,2,0,3
1,41,1,4,3,0,1,0,3,0,2
0,29,1,3,4,0,1,0,4,0,2
1,51,0,3,4,0,2,0,4,0,0
0,59,0,3,4,0,2,0,3,0,0
1,23,1,3,2,0,2,0,3,8,5
0,58,1,4,3,0,1,0,4,6,6
0,36,0,3,3,0,2,0,4,5,22
0,65,0,3,1,0,2,0,3,0,0
1,39,0,3,3,0,3,0,4,0,0
0,65,0,3,3,0,1,0,2,3,0
1,25,1,3,3,0,2,0,2,1,1
0,55,0,2,3,0,2,0,3,0,0
1,35,0,2,3,0,3,0,1,6,6
1,33,1,5,4,0,1,0,5,0,0
1,24,1,2,3,0,3,0,4,2,16
1,40,0,3,1,0,2,0,3,0,0
0,21,0,2,4,0,2,0,4,0,0
0,50,0,3,3,0,2,0,3,6,8
1,38,1,3,4,1,2,0,5,0,0
1,36,1,2,3,1,2,0,3,0,4
0,36,1,3,3,0,1,0,4,0,0
1,52,0,3,3,0,2,0,3,8,8
1,56,0,3,3,0,1,0,5,9,10
1,28,0,3,2,1,2,0,4,23,9
0,24,0,3,2,1,2,0,1,1,0
0,38,0,3,2,0,2,0,3,0,0
1,19,1,2,2,0,2,0,2,0,0
0,36,0,3,2,0,2,0,5,0,0
1,35,0,3,2,1,1,0,4,0,2
1,29,1,2,3,1,2,0,4,0,0
0,53,0,2,3,0,2,0,3,1,0
1,25,1,3,2,0,2,0,1,2,2
1,21,1,3,3,0,1,0,2,3,4
0,46,0,1,3,0,4,0,4,0,0
1,26,1,3,2,0,1,0,4,0,0
1,22,0,3,3,1,2,0,3,1,1
1,33,0,3,3,0,2,0,4,0,0
1,25,1,2,2,0,2,0,2,0,0
1,37,0,3,3,0,2,0,3,0,0
1,34,1,3,2,1,2,0,3,0,0
0,49,0,3,3,0,1,0,3,0,1
0,44,1,3,4,0,2,0,4,1,0
1,33,0,2,2,0,4,0,2,16,16
1,56,1,3,4,0,1,0,2,0,0
1,53,0,2,3,0,2,0,3,2,16
1,50,1,3,2,0,2,0,5,0,1
1,35,0,3,3,0,3,0,3,1,0
0,44,1,2,3,0,2,0,2,0,0
1,24,1,3,1,0,1,0,4,0,0
1,30,0,3,2,1,2,0,3,12,3
1,40,1,1,3,0,4,0,3,0,0
1,35,0,2,3,1,3,0,1,4,4
0,44,0,2,4,0,2,0,4,6,10
1,32,0,2,2,0,4,0,2,0,0
1,45,0,3,3,1,1,1,5,1,0
0,54,0,3,2,1,1,0,3,1,2
0,35,1,3,3,0,2,0,3,0,0
1,41,1,2,2,1,2,0,4,1,1
0,57,0,3,3,0,2,0,3,0,0
1,25,1,2,2,0,1,0,5,9,9
1,69,0,3,2,0,2,0,3,0,0
1,56,1,3,2,0,1,0,4,0,0
1,63,0,2,4,0,2,0,2,0,0
1,58,1,3,3,0,2,0,4,5,7
1,49,0,4,2,0,1,0,5,0,0
1,51,0,3,1,0,2,0,2,0,0
0,49,1,2,3,1,2,0,3,6,1
0,31,1,4,3,1,2,0,4,0,0
1,40,0,2,2,1,2,0,3,0,0
1,34,1,3,2,1,1,1,4,0,0
1,52,1,2,4,0,1,0,3,0,0
1,27,1,3,3,0,1,0,3,11,10
1,31,0,2,2,1,2,0,2,3,4
0,68,1,2,4,0,1,0,4,2,6
0,55,0,3,2,0,3,0,3,0,0
1,68,0,3,3,0,1,0,4,0,0
0,33,0,3,2,0,2,0,3,0,1
0,27,0,3,3,0,1,0,4,0,0
1,50,0,3,3,0,3,0,1,10,6
1,37,0,3,1,0,4,0,2,2,0
1,37,0,1,2,1,3,1,5,8,0
1,18,0,3,2,1,1,0,3,0,0
1,51,0,3,3,0,2,0,4,2,5
1,51,1,3,2,0,2,0,3,0,0
1,45,0,1,3,0,2,0,5,0,0
0,31,1,1,2,0,1,1,2,14,14
1,42,1,3,2,1,1,0,3,0,0
0,68,0,3,3,0,2,0,3,0,0
1,66,0,2,2,0,3,0,3,2,2
0,39,0,3,3,1,2,0,4,0,0
1,44,0,2,3,0,2,0,4,0,0
1,37,0,3,3,1,2,0,2,0,0
0,40,1,2,3,0,2,0,5,0,0
0,35,0,3,3,1,2,0,4,3,4
1,27,1,4,2,0,1,0,4,0,0
0,60,1,3,3,0,2,0,4,3,6
1,32,1,1,3,0,2,0,2,9,15
1,42,0,3,1,0,3,0,3,0,0
0,65,0,3,2,0,2,0,3,0,0
1,61,0,3,3,0,2,0,2,0,0
0,65,0,3,2,0,3,0,1,0,0
0,42,0,2,3,0,4,0,3,2,6
0,53,0,3,3,0,2,0,4,0,0
0,53,0,3,3,0,3,0,4,0,0
1,31,0,2,1,0,2,0,2,1,2
0,26,1,1,4,0,2,0,2,2,2
