"gender","age","higher_edu","income_chng","polinterest","home_child","income","infection","self_esteem","pol_participation","pol_participation_past"
1,47,0,3,2,0,1,0,1,0,0
1,34,1,2,4,0,2,0,3,4,10
0,55,0,3,4,0,2,0,4,0,0
0,62,0,3,2,1,2,0,4,2,1
0,53,1,1,3,0,4,0,3,1,0
0,62,0,3,2,0,1,0,3,0,0
1,39,1,2,3,1,2,0,3,2,2
0,56,1,3,4,0,1,0,5,0,0
1,32,1,3,2,0,2,0,3,1,1
0,35,0,2,3,0,2,0,3,14,10
1,54,1,3,2,0,2,0,3,0,2
0,22,1,4,4,0,2,0,3,6,3
0,46,0,3,1,1,3,0,3,0,0
0,42,1,2,3,0,1,0,4,20,2
0,51,1,3,3,0,2,0,4,0,0
0,44,1,3,3,0,1,0,5,0,0
1,33,1,2,3,0,2,0,4,1,2
1,59,0,3,2,0,2,0,2,0,0
1,37,0,3,2,1,3,0,3,4,5
0,37,0,3,2,0,2,0,2,1,0
0,28,0,3,2,0,2,0,4,18,13
1,39,1,1,3,0,1,0,2,13,16
0,35,0,3,2,0,2,0,4,0,0
0,59,1,3,4,0,2,0,4,10,11
0,69,1,3,3,0,1,0,4,0,0
0,25,0,2,3,1,2,1,4,19,17
1,63,0,3,3,1,2,0,4,1,0
0,56,1,2,3,0,1,0,3,3,5
0,69,0,3,3,0,2,0,4,0,0
1,45,0,3,1,0,2,0,2,0,0
0,55,0,3,2,0,2,0,5,0,0
0,26,0,3,2,0,1,0,4,0,0
0,63,0,5,4,0,1,0,3,28,11
0,59,1,3,3,0,2,0,2,2,2
0,56,1,3,3,0,2,0,3,0,2
1,67,0,3,3,0,2,0,2,0,0
0,62,0,3,2,0,2,0,4,0,0
0,44,1,2,2,0,2,0,2,2,3
1,62,0,3,2,0,2,0,3,0,0
0,61,0,3,3,0,2,0,4,0,0
1,54,0,2,2,0,3,0,4,0,0
1,23,1,3,4,0,1,0,5,23,5
0,52,0,2,2,0,2,0,4,0,2
0,61,0,2,2,0,3,0,3,0,0
0,23,1,2,3,0,2,0,3,0,0
0,37,0,3,3,0,2,0,3,0,0
0,64,1,2,3,0,3,0,3,2,1
0,51,1,3,4,1,2,0,5,10,11
0,66,0,3,4,0,2,0,4,2,0
1,29,0,2,2,0,2,0,2,0,1
1,52,1,1,3,0,1,0,4,5,4
1,23,1,1,3,0,3,0,4,6,0
0,67,0,3,2,0,1,0,5,1,0
1,56,0,2,3,0,4,0,2,0,0
1,35,0,3,3,1,2,0,5,0,0
1,32,0,2,2,1,3,0,3,2,1
0,36,0,3,3,0,2,0,1,4,1
0,68,0,3,4,0,1,0,5,0,0
0,58,1,4,1,0,2,0,2,1,1
1,34,1,1,3,0,3,0,3,6,9
0,58,1,3,3,0,2,0,3,0,0
0,66,0,3,3,0,2,0,1,11,7
0,57,0,3,3,0,3,0,2,0,0
0,68,0,3,3,0,2,0,3,0,0
1,25,1,2,1,0,2,0,3,0,0
1,47,0,3,1,0,2,0,4,0,1
1,21,0,3,2,0,1,0,3,1,1
0,46,0,1,3,0,3,0,1,1,1
0,59,0,3,3,0,2,0,4,0,0
1,46,0,1,4,1,3,0,3,7,0
1,50,0,3,3,0,1,0,3,0,0
0,59,0,3,2,0,2,0,5,0,0
0,49,1,3,3,0,2,0,4,16,17
1,48,0,3,2,0,2,0,2,0,0
1,56,1,2,3,0,2,0,4,0,3
1,39,1,3,4,0,2,0,3,16,16
1,56,1,2,2,0,1,0,3,0,0
0,25,1,4,2,0,1,0,4,2,1
1,34,0,3,2,1,2,0,4,0,0
1,53,0,3,4,0,2,0,2,0,0
1,22,0,2,2,0,2,0,2,1,0
1,32,0,4,2,1,3,0,3,15,14
0,28,0,3,4,0,1,0,4,0,0
1,60,0,3,3,0,1,0,4,0,1
0,69,0,3,3,0,1,0,4,0,2
0,68,0,2,1,0,2,0,3,0,0
0,50,0,3,3,0,2,0,4,0,0
1,51,0,3,2,0,1,0,3,0,1
1,19,1,2,2,0,2,0,4,15,15
0,57,0,3,3,0,2,0,4,1,1
1,29,0,2,3,0,3,0,2,0,0
1,47,1,3,1,0,2,0,4,0,0
1,34,0,2,3,1,2,0,2,0,0
0,30,0,3,2,0,1,0,1,0,0
0,69,0,3,3,0,2,0,3,0,0
0,53,1,3,2,0,1,0,4,0,0
1,61,1,2,4,0,2,0,4,0,0
1,33,1,2,3,0,2,1,3,23,23
1,34,0,2,2,0,3,0,2,0,0
0,58,0,3,4,1,2,0,3,5,4
0,33,1,3,3,0,4,0,3,2,1
0,52,1,3,3,1,1,0,4,0,0
0,56,1,3,2,0,2,0,2,0,1
1,53,0,3,1,0,2,0,4,0,0
0,29,1,3,1,0,2,0,1,0,0
1,46,0,3,3,0,2,0,4,0,0
1,39,0,2,2,1,3,0,3,1,0
0,38,0,3,1,0,1,0,1,0,0
1,40,1,2,2,0,2,0,5,9,0
1,66,0,3,3,0,3,0,3,0,2
1,65,1,3,3,0,2,0,5,2,2
0,41,0,2,3,1,2,0,5,0,0
1,40,1,2,2,1,1,0,3,4,2
1,46,0,2,4,0,3,0,5,0,0
1,39,0,1,1,0,3,0,4,0,0
0,32,0,4,2,0,1,0,3,0,0
1,38,0,3,1,1,2,0,3,2,4
0,61,0,3,4,0,1,0,5,0,0
0,25,0,3,4,0,2,0,4,1,1
1,40,0,2,1,0,1,0,4,12,9
0,62,0,3,4,0,3,0,3,4,4
1,58,0,3,4,1,2,0,5,0,0
0,20,1,3,2,0,1,0,4,0,0
1,32,1,2,2,0,2,0,3,4,6
0,60,1,4,3,0,1,0,4,2,1
1,46,0,2,2,0,2,0,3,0,0
1,66,0,1,3,0,3,0,2,2,2
1,33,1,2,3,0,1,0,3,0,0
1,34,1,3,3,0,2,0,3,0,0
0,37,0,2,2,0,2,0,3,0,0
0,53,1,4,4,0,1,0,5,7,10
0,55,0,3,3,0,3,0,5,0,0
0,58,0,3,4,0,2,0,4,17,3
0,52,0,3,1,0,1,1,5,1,0
0,66,0,3,4,0,2,0,4,0,0
1,56,1,3,3,0,2,0,3,2,2
0,52,1,3,3,0,2,0,5,0,0
0,58,0,2,3,0,3,0,5,0,0
0,66,0,3,3,0,2,0,3,0,0
1,27,0,1,2,0,3,0,1,0,3
1,31,0,1,3,1,2,0,4,2,2
1,41,1,3,2,1,1,0,4,0,0
1,48,1,1,4,0,3,0,3,5,2
0,46,0,3,3,0,2,0,1,6,4
0,56,0,3,2,0,2,0,3,0,0
1,43,0,2,2,0,2,0,4,0,0
1,20,1,4,4,0,2,0,3,16,16
0,60,0,1,1,0,3,0,4,0,0
0,35,0,3,1,0,2,0,4,0,0
1,44,1,3,3,1,2,0,2,1,3
1,38,0,2,2,0,3,0,3,0,0
0,62,0,2,3,0,3,0,4,0,0
0,67,0,3,4,0,2,0,4,0,0
1,37,1,3,2,0,1,0,3,0,0
1,56,0,3,1,0,1,0,5,0,0
1,52,0,3,3,0,2,0,4,0,0
0,65,0,3,4,0,3,0,3,3,3
1,20,0,3,1,0,2,0,5,0,0
1,51,0,3,3,0,1,0,4,0,0
0,27,1,2,2,0,2,0,5,0,0
1,36,0,3,2,1,4,0,4,2,2
0,40,1,3,3,0,2,1,4,0,2
1,58,1,3,2,0,1,0,3,1,2
1,59,0,3,2,0,2,0,3,0,0
0,60,0,3,1,0,4,0,3,0,0
1,34,0,4,1,1,1,0,4,0,0
0,29,0,4,3,0,1,1,2,16,15
0,68,0,3,3,0,2,0,3,0,0
1,58,0,2,2,0,2,0,1,0,4
1,43,1,1,4,1,2,0,5,19,21
1,31,0,3,2,1,2,0,3,1,2
0,64,0,4,1,0,1,0,3,12,20
0,65,0,3,2,0,3,0,3,0,0
1,49,0,3,3,1,2,0,2,0,0
0,20,1,3,2,1,1,0,4,0,2
0,50,1,3,3,0,1,0,2,0,2
1,19,1,2,1,1,1,0,3,12,8
0,57,0,3,4,0,1,0,3,1,1
1,62,0,2,3,0,2,0,5,0,0
0,62,0,3,4,0,1,0,5,0,0
1,47,1,1,3,0,3,0,5,2,2
1,27,1,3,3,1,2,0,3,2,1
1,23,0,2,1,0,3,0,3,1,3
1,20,0,2,2,0,2,0,2,1,4
0,58,1,3,3,0,2,0,2,0,0
1,44,1,2,3,1,2,0,4,0,0
0,31,1,1,3,1,1,1,3,28,27
1,40,1,3,3,0,1,0,3,1,0
1,25,1,4,3,0,2,0,3,8,16
1,52,0,3,3,0,2,0,4,0,0
1,48,0,3,3,1,3,0,3,0,0
0,55,0,2,4,0,3,0,5,7,13
1,31,0,3,2,1,2,0,3,0,0
0,55,0,2,3,0,3,0,5,0,0
0,58,0,3,3,1,1,0,4,1,4
1,68,0,3,3,0,2,0,4,0,0
0,65,0,3,3,0,1,0,3,0,0
0,57,1,3,3,0,1,0,3,0,0
1,44,0,3,3,0,1,0,5,0,0
1,24,1,2,2,0,2,1,2,15,17
0,62,0,3,3,0,2,0,4,0,0
0,59,0,3,4,0,2,0,5,0,0
1,52,0,3,3,0,2,0,4,0,0
0,39,0,3,2,0,4,0,2,0,1
0,67,0,5,3,0,1,0,4,0,0
0,36,1,3,3,0,1,0,4,0,0
1,57,0,2,1,0,2,0,1,0,0
1,65,0,3,3,0,1,0,5,0,4
0,35,0,1,3,0,3,0,3,0,0
1,58,1,3,4,0,1,0,5,4,3
0,51,0,4,1,0,1,0,4,0,0
1,34,1,5,4,1,1,0,4,27,29
0,29,0,5,2,0,2,0,2,16,1
0,52,0,3,2,0,2,0,2,3,4
0,69,0,3,4,0,2,0,3,2,2
0,42,1,4,4,1,1,0,3,19,17
0,61,0,2,4,0,3,0,3,2,3
1,55,1,3,4,0,2,0,4,3,3
1,67,1,2,2,1,3,0,3,0,0
1,28,0,1,3,0,3,0,3,16,16
0,59,1,3,3,0,1,0,4,0,0
0,32,0,3,2,0,1,0,2,1,0
0,67,0,3,4,0,2,0,3,0,0
0,24,1,3,3,1,1,1,3,19,22
0,65,1,3,4,0,2,0,1,0,0
0,65,0,3,3,0,2,0,4,0,0
1,53,1,2,3,0,1,0,4,0,0
0,51,0,3,4,0,2,0,4,2,2
0,35,0,2,3,0,4,0,1,6,6
0,57,0,2,2,0,2,0,3,0,0
1,28,1,2,3,0,2,1,4,0,0
0,47,1,3,3,0,2,0,4,12,11
1,50,0,3,2,0,2,0,1,0,0
0,30,1,4,3,1,2,0,2,2,1
0,36,0,1,1,0,4,0,3,0,0
0,24,0,3,3,0,2,0,4,0,0
1,19,1,4,2,1,2,0,3,0,0
0,54,0,3,1,0,2,0,3,0,0
0,29,1,2,2,1,1,0,3,12,8
0,68,0,3,3,0,2,0,3,0,0
1,46,0,3,2,0,2,0,4,0,0
0,58,0,3,3,0,2,0,3,7,3
0,35,0,5,2,0,1,0,3,16,14
1,30,1,3,2,0,2,1,3,0,0
0,59,0,4,4,0,1,0,4,0,0
0,48,0,2,2,0,4,0,2,0,1
1,66,1,3,4,0,2,0,4,3,4
1,29,0,3,2,1,2,0,3,0,1
1,36,1,3,2,0,2,0,1,3,4
0,56,0,2,2,0,2,0,2,0,0
1,35,1,3,3,0,2,0,3,17,17
0,60,0,3,2,0,2,0,1,0,0
1,32,1,2,2,0,2,0,3,1,0
0,28,0,3,3,1,2,0,3,12,15
1,51,0,2,1,0,2,0,1,0,0
0,38,0,1,3,1,3,0,5,0,0
0,57,0,3,2,0,1,0,4,1,1
1,28,0,2,2,1,2,0,2,0,0
0,60,0,3,4,0,1,0,5,0,0
0,53,0,4,4,0,2,0,5,0,0
0,52,0,2,3,0,3,0,3,1,1
1,25,0,3,2,0,3,0,3,0,1
1,44,0,3,3,0,2,0,1,6,0
1,53,0,3,2,0,2,0,5,0,0
1,54,1,2,3,0,2,0,4,2,2
1,38,0,3,1,1,2,0,5,1,2
0,56,0,3,3,0,2,0,4,0,2
0,59,1,3,3,0,2,0,4,0,0
0,48,1,2,3,1,3,0,2,1,1
1,65,0,3,3,0,2,0,4,1,0
1,54,0,3,2,0,3,0,4,0,0
1,63,1,3,2,0,2,0,4,0,0
0,54,0,2,2,0,2,0,4,0,0
0,23,1,1,2,0,3,0,4,3,3
0,67,0,3,3,0,2,0,4,0,0
0,68,1,3,3,1,1,0,4,0,0
1,50,0,2,2,0,1,0,2,0,0
0,35,1,2,3,1,2,0,3,0,0
1,58,0,2,2,0,2,0,4,0,0
1,29,1,3,3,0,1,0,3,0,0
0,67,0,3,3,0,3,0,2,0,0
0,62,0,3,3,0,3,0,4,10,2
1,52,1,3,3,1,2,0,3,1,2
1,32,0,3,1,0,2,0,3,0,0
0,23,0,3,3,0,3,0,3,25,29
0,66,0,3,4,0,2,0,5,0,0
0,64,0,5,3,0,2,0,3,0,0
0,18,1,2,2,0,2,0,4,9,2
1,44,1,2,3,1,1,0,4,0,0
0,59,0,3,2,0,2,0,3,0,0
1,26,1,1,3,0,3,0,4,1,4
1,18,1,3,2,0,1,0,3,1,1
1,38,0,3,2,0,2,0,3,2,2
1,33,1,2,2,1,2,0,2,0,0
0,61,1,3,3,0,2,0,3,1,1
0,28,1,2,4,0,2,0,4,3,13
1,33,0,2,2,0,2,0,3,0,0
0,56,0,3,3,1,2,0,3,0,0
1,44,0,3,4,1,2,0,4,2,4
0,32,0,3,3,1,2,0,3,19,19
1,45,1,3,3,1,1,0,3,0,0
1,36,0,2,3,1,2,0,4,1,0
0,29,1,3,4,0,1,0,5,0,0
0,58,0,3,3,0,1,0,3,0,0
0,59,0,2,2,0,3,0,2,7,6
1,40,0,2,3,0,3,0,3,0,0
1,69,1,3,4,0,4,0,3,0,0
0,22,0,3,2,1,1,0,4,15,17
1,20,1,2,2,0,1,0,2,0,0
0,54,0,3,4,0,1,0,4,1,2
0,55,0,1,3,0,3,0,5,0,0
1,67,0,2,3,0,3,0,3,0,0
1,20,1,3,2,0,2,0,3,4,4
1,18,1,3,2,1,2,0,3,14,13
0,26,0,2,3,0,2,0,3,2,2
0,26,1,3,2,0,2,0,3,17,18
1,60,0,3,3,0,2,0,2,0,0
1,29,0,3,3,0,1,0,4,2,4
1,26,0,3,2,0,2,0,3,0,0
0,56,0,2,4,0,1,0,5,0,0
0,60,0,3,3,0,2,0,4,0,0
0,55,0,2,3,0,2,0,4,2,0
1,31,1,3,2,0,2,0,4,0,0
0,27,1,3,4,0,2,0,3,1,8
0,38,0,3,2,0,4,0,3,0,0
0,28,0,1,2,0,3,0,3,12,13
1,24,1,2,3,0,1,0,2,5,6
1,26,1,3,3,0,1,0,4,7,0
0,20,0,2,1,0,2,0,3,0,0
1,57,1,2,4,0,3,0,3,8,7
1,24,1,2,3,0,2,0,2,3,5
0,65,0,3,4,0,3,0,3,25,25
0,48,0,2,2,1,3,0,4,4,4
1,50,0,2,2,0,3,0,1,0,2
1,39,1,2,2,1,2,0,4,1,2
1,69,0,3,4,0,2,0,4,0,0
1,38,0,3,2,0,1,0,3,0,2
1,52,1,3,4,0,2,0,5,3,4
1,19,0,1,3,0,2,0,3,0,0
0,30,0,3,3,0,2,1,3,14,14
1,55,1,3,4,0,1,1,4,0,0
1,38,0,2,4,0,2,0,2,3,3
0,19,0,3,3,0,2,0,3,0,4
1,42,1,1,2,0,3,0,4,6,6
0,66,1,3,3,0,1,0,5,0,0
1,24,1,3,3,0,2,0,2,2,2
1,42,0,4,2,0,2,0,3,17,4
1,35,0,2,3,1,3,0,2,0,0
0,68,0,2,2,0,3,0,4,0,0
0,42,0,2,3,1,2,0,4,1,0
1,43,0,3,2,0,2,0,4,0,0
1,53,0,3,3,0,3,0,3,4,2
0,63,1,3,4,0,2,0,2,0,6
0,21,1,1,3,0,2,0,4,0,0
1,29,0,3,3,0,2,0,2,4,4
0,32,0,3,3,0,1,0,4,0,0
0,26,1,2,3,0,3,0,2,0,2
0,30,0,3,4,1,1,0,5,1,0
1,34,0,2,3,0,2,0,3,0,0
1,63,0,2,3,0,3,0,4,4,0
1,25,1,3,2,0,2,0,2,0,0
1,37,1,3,2,1,1,1,3,16,8
0,24,0,3,3,0,2,0,4,2,4
0,64,1,3,3,0,1,0,5,0,0
0,59,1,3,3,0,2,0,4,6,7
0,47,0,2,3,0,1,0,4,0,0
0,54,1,1,2,1,3,0,2,0,1
1,29,1,3,3,0,1,1,4,0,0
1,33,1,3,2,1,1,0,2,1,0
0,56,0,1,2,0,2,0,3,0,0
0,34,0,3,1,1,2,0,4,0,0
0,51,0,3,3,0,2,0,4,0,0
1,60,0,1,2,0,4,0,4,3,2
0,20,1,3,2,0,2,0,3,16,16
0,52,1,3,2,0,2,0,3,3,4
0,29,1,3,3,0,2,0,3,0,0
0,60,1,2,4,0,1,0,4,0,0
1,48,0,3,3,0,2,0,4,0,0
0,58,0,2,3,0,3,0,3,0,0
1,35,0,2,1,0,2,0,1,1,1
1,41,0,2,3,0,2,0,3,0,3
1,36,1,3,2,0,2,0,4,8,7
0,64,0,2,2,0,1,0,3,0,2
0,26,1,3,4,0,1,0,4,9,5
1,57,0,1,3,0,3,0,3,2,0
0,53,0,3,3,0,1,0,2,0,0
0,36,0,3,3,0,2,0,2,2,0
0,63,0,3,1,0,2,0,3,0,0
1,50,1,3,2,0,2,0,4,0,0
1,47,0,3,1,0,2,0,1,0,0
1,28,0,3,3,1,2,0,3,0,0
0,24,0,3,4,0,2,0,3,2,2
0,57,0,4,3,0,1,0,4,0,0
1,20,1,3,3,0,2,0,1,3,3
0,50,0,3,3,0,2,0,5,4,4
0,57,0,2,4,0,2,0,4,0,0
1,34,0,3,2,1,2,0,4,0,0
0,33,1,3,3,0,2,1,4,16,17
0,25,1,4,3,1,2,0,4,10,1
1,66,0,3,4,0,2,0,4,0,0
1,38,1,3,3,0,2,0,2,0,0
1,29,0,2,2,0,2,0,2,3,11
1,23,1,2,1,0,1,0,3,0,0
0,61,0,2,2,0,2,0,5,0,0
1,56,0,3,2,0,2,0,4,0,0
1,54,0,3,2,0,2,0,3,1,1
1,54,1,3,3,0,3,0,3,2,2
1,56,0,1,1,0,2,0,5,0,0
1,32,1,1,1,0,4,0,2,0,0
1,18,0,2,2,0,2,0,1,2,1
1,22,0,2,2,0,3,0,4,1,0
1,44,0,1,2,1,2,0,3,0,0
0,50,0,3,3,0,4,0,2,2,1
0,51,1,3,3,0,2,0,4,4,4
0,33,0,3,1,0,2,0,4,0,0
1,22,1,2,2,0,3,0,1,0,0
1,30,1,3,3,1,1,0,4,1,2
0,22,0,3,3,1,2,0,2,19,17
1,36,0,3,2,1,2,0,5,6,0
0,58,1,3,2,1,1,0,3,0,1
0,48,1,3,3,0,1,0,4,2,5
1,23,0,3,1,0,2,0,4,0,0
1,48,0,2,2,1,3,0,3,0,0
1,42,0,4,2,1,2,0,3,0,0
0,38,0,3,3,1,2,0,5,1,0
1,52,0,4,3,0,1,0,4,3,1
1,22,1,3,2,0,2,0,3,3,3
1,43,0,1,2,0,2,0,2,0,0
0,69,1,3,3,0,2,0,3,2,1
1,50,0,3,2,0,2,0,4,0,0
1,34,1,5,1,0,1,0,5,0,0
1,25,0,2,1,0,2,0,5,0,0
0,29,0,3,3,0,2,0,3,0,1
1,49,1,2,3,1,2,0,3,3,8
0,59,0,1,3,0,4,0,2,0,0
1,46,0,2,2,0,2,0,3,0,0
0,56,0,3,1,0,2,0,2,0,0
0,53,1,3,4,0,2,0,3,0,0
0,50,1,3,4,0,1,0,3,3,6
1,41,0,5,4,0,1,1,5,32,32
1,45,0,3,3,0,3,0,4,14,19
0,61,0,3,4,0,2,0,3,1,1
0,67,0,3,2,0,1,0,4,0,0
0,51,0,4,3,0,2,0,4,1,0
1,48,0,3,1,0,2,0,4,2,2
1,49,0,3,2,1,3,0,3,1,5
1,64,1,3,3,0,2,0,4,0,0
1,43,0,3,2,1,2,0,2,1,3
1,33,0,2,1,1,3,0,2,0,0
0,58,0,5,3,0,3,0,4,2,2
0,55,0,3,2,0,2,0,4,0,0
1,29,1,3,2,0,2,0,4,1,2
0,66,0,2,4,0,3,0,4,5,6
1,32,1,3,2,0,1,0,4,2,1
0,21,0,3,4,0,2,0,4,6,7
1,49,0,3,4,0,3,0,4,15,12
0,49,0,3,3,0,2,0,3,1,2
1,52,0,1,2,0,3,0,1,0,0
1,36,0,3,2,1,2,0,3,3,0
0,42,1,3,2,1,1,0,4,0,0
0,28,0,5,4,0,1,0,5,32,32
1,45,0,4,3,0,2,0,3,16,16
1,30,0,4,3,0,2,0,4,25,7
0,55,0,3,2,0,2,0,4,0,0
1,65,0,3,2,0,3,0,3,0,0
1,37,0,3,4,1,2,0,4,3,2
0,44,1,3,2,1,2,0,3,11,12
0,25,1,3,2,0,1,0,1,0,0
1,61,0,3,2,0,2,0,4,0,0
0,37,1,3,4,1,1,0,3,0,0
1,50,0,2,1,0,2,0,2,0,0
1,66,0,3,3,0,1,0,3,0,0
0,51,0,2,4,0,4,0,5,11,12
0,57,0,3,3,0,2,0,4,0,0
0,35,0,3,3,0,2,0,2,17,21
0,28,1,1,2,0,4,0,5,0,0
0,51,0,2,2,0,4,0,2,0,0
1,27,1,3,3,0,1,0,4,3,2
0,54,0,3,4,0,1,0,4,0,1
0,46,1,2,2,0,2,0,4,0,0
1,50,0,3,2,0,2,0,2,0,0
0,54,0,3,3,0,1,0,5,0,2
1,31,0,3,1,1,2,0,3,0,0
0,51,0,2,3,0,2,1,4,2,3
1,57,1,3,1,0,2,0,4,0,0
0,58,0,3,4,0,1,0,4,0,6
1,26,1,3,4,0,2,0,3,3,4
0,56,0,3,2,0,2,0,1,2,2
0,28,1,3,2,0,2,1,3,0,1
0,24,0,4,2,0,2,0,3,14,14
0,37,1,3,2,0,1,0,3,0,0
1,66,0,2,3,0,3,0,3,6,1
0,26,0,3,2,1,2,0,4,1,1
0,25,1,2,4,0,2,0,4,3,2
1,51,1,3,3,1,1,0,4,0,0
1,24,1,4,2,1,2,1,3,12,17
0,54,0,3,3,0,2,0,3,0,0
1,34,1,3,2,1,3,0,4,4,2
1,48,0,2,1,0,2,0,2,0,0
0,58,0,1,2,0,4,0,3,0,0
1,55,0,2,2,1,2,0,3,0,0
0,56,1,3,4,0,3,1,4,0,0
1,24,1,3,2,0,2,0,1,0,0
0,37,0,5,4,1,1,0,5,27,17
0,28,1,3,3,0,1,0,4,0,0
0,36,0,3,2,0,2,0,3,0,0
0,67,0,3,3,0,2,0,4,0,0
1,36,1,3,4,0,1,0,5,0,2
1,37,1,2,3,1,1,0,5,0,0
1,40,1,2,2,0,2,0,4,0,0
0,32,1,1,4,0,3,0,3,4,4
1,41,1,3,3,1,2,0,4,0,0
1,41,0,3,3,1,2,0,4,1,0
1,28,0,4,1,0,2,0,2,3,24
1,48,0,2,2,0,2,0,2,0,2
0,27,0,3,2,0,2,0,3,0,0
0,67,0,2,3,0,2,0,5,8,8
1,24,1,1,2,0,3,0,2,1,0
1,33,1,3,3,1,2,0,4,0,0
0,24,0,3,3,0,2,0,3,0,0
1,50,0,3,2,0,2,0,3,1,2
0,60,1,3,3,1,2,0,3,0,0
1,26,0,3,3,0,2,0,3,7,5
1,41,1,3,3,0,2,0,3,1,1
0,60,0,3,4,0,1,0,3,0,0
1,49,0,3,3,0,3,0,2,0,0
1,29,1,3,1,0,2,0,2,7,5
1,20,1,2,3,0,2,0,3,3,2
1,27,0,3,1,0,1,0,1,0,0
0,50,1,3,3,0,1,0,4,1,1
0,47,0,2,2,1,2,1,1,18,17
0,26,0,3,2,0,2,0,3,0,0
1,63,0,2,2,0,3,0,4,1,1
0,54,0,3,3,0,2,0,4,0,0
1,57,0,1,1,0,4,0,2,0,0
0,67,0,3,4,0,1,0,5,0,0
1,44,1,3,4,0,2,0,3,0,0
1,34,1,2,2,0,2,0,4,0,0
1,40,1,3,3,1,2,0,3,0,3
0,57,1,3,3,0,2,0,3,0,0
1,51,1,3,3,0,2,0,4,10,10
1,56,0,3,3,0,1,0,2,0,0
1,47,0,2,2,0,2,0,1,0,1
0,27,1,3,1,0,3,0,5,0,0
0,59,1,3,4,0,1,0,4,7,8
0,56,0,3,3,0,2,0,3,16,24
1,29,1,3,3,0,1,0,4,2,3
0,43,1,3,3,1,1,0,4,0,0
0,55,0,4,2,0,2,0,4,1,1
0,57,0,1,2,0,4,0,1,2,2
0,31,1,3,2,0,2,0,2,0,0
0,43,0,3,1,0,3,0,4,3,2
0,31,1,3,3,0,1,0,3,0,1
1,53,0,2,2,0,3,0,3,2,2
0,56,0,1,4,0,3,0,4,2,5
0,64,0,4,4,0,1,0,4,1,2
0,54,0,1,2,0,3,0,3,0,4
1,25,1,2,4,0,2,1,2,2,4
0,18,1,3,3,0,1,0,3,2,2
0,68,1,3,2,0,2,0,3,0,0
0,22,1,2,2,0,2,0,2,12,14
0,43,0,2,3,0,2,0,4,0,0
1,53,0,3,3,0,1,0,5,0,0
0,56,0,2,3,0,2,0,3,4,5
1,26,1,2,2,0,2,1,2,0,0
1,34,0,2,3,1,1,0,4,21,27
1,61,0,2,1,0,3,0,1,0,0
1,29,1,3,2,1,2,0,4,0,0
0,37,0,1,2,0,2,0,3,2,4
0,52,0,4,2,0,3,0,3,0,0
1,57,1,3,4,0,2,0,5,0,0
1,35,1,3,4,0,2,0,1,4,6
1,28,0,3,1,0,3,0,2,0,0
1,19,1,3,2,0,2,0,1,4,2
1,49,0,3,4,1,1,0,5,0,0
1,64,0,3,2,0,2,0,4,0,0
0,33,0,4,4,1,2,0,3,0,0
0,58,0,1,1,1,2,0,4,2,0
1,23,1,2,4,0,3,0,4,18,15
1,67,0,3,4,0,1,0,4,0,0
1,57,0,3,3,0,1,0,3,0,0
1,44,1,2,3,1,2,0,3,0,0
1,47,0,1,2,1,4,0,1,1,0
1,24,1,3,2,0,1,0,3,1,2
1,30,0,2,2,1,2,0,5,0,0
0,26,0,3,3,0,1,0,3,11,12
1,30,0,2,2,0,2,0,3,1,1
0,63,0,3,3,0,2,0,5,0,0
1,37,0,3,2,1,1,0,3,0,0
1,27,1,3,2,0,2,0,3,0,1
0,61,0,3,4,0,1,0,4,0,2
1,22,1,3,2,0,2,0,3,0,0
0,34,1,3,3,0,2,0,4,0,0
0,66,0,3,2,0,4,0,3,0,0
0,37,0,3,2,0,2,0,4,0,0
1,48,0,2,2,0,4,0,2,1,0
1,40,1,2,3,0,1,0,4,17,20
0,19,0,1,4,0,3,0,4,28,10
0,51,0,3,1,0,2,0,2,0,0
1,20,1,2,2,0,3,0,3,1,0
0,62,0,3,4,0,1,0,5,0,0
0,55,1,4,4,0,1,0,4,2,2
0,32,1,3,2,0,2,0,3,0,0
1,51,0,2,2,0,2,0,4,0,0
1,57,0,3,3,0,2,0,3,0,0
0,59,0,2,3,0,2,0,3,0,0
0,56,0,1,4,0,3,0,4,1,1
0,39,0,3,3,0,2,0,4,0,0
1,40,1,1,3,1,2,0,3,5,4
1,43,0,1,3,0,4,0,3,13,14
0,67,1,2,3,1,2,0,3,2,1
1,18,0,1,1,0,4,0,1,0,0
1,43,0,1,1,1,3,0,2,0,0
0,53,1,3,4,1,1,0,5,4,6
1,39,0,3,2,0,1,0,3,0,0
0,52,1,4,2,0,2,0,4,16,17
1,26,0,3,3,0,1,0,2,2,1
1,65,0,3,4,0,1,0,4,0,0
1,47,1,3,4,0,2,0,4,13,11
0,65,0,3,3,0,1,0,5,0,0
0,69,0,4,3,0,1,0,3,0,0
0,35,1,2,2,1,1,0,4,1,0
1,69,1,3,3,0,2,0,4,2,4
1,52,0,3,4,1,2,0,4,0,0
1,61,0,3,3,0,2,0,2,3,2
1,34,1,3,3,1,1,0,3,0,0
1,44,0,3,3,0,2,0,4,0,0
0,28,1,3,4,0,2,0,4,1,0
0,55,0,3,3,0,2,0,4,1,1
0,26,1,5,4,0,1,0,4,0,0
1,44,0,3,2,0,2,1,3,17,24
1,34,0,3,2,0,2,0,3,0,0
1,30,1,3,3,0,2,0,2,0,7
0,60,0,2,4,0,1,0,4,0,0
